"PersonId","Internal_network_size","Collaboration_hours","weekend_collaboration_hours","After_hours_call_hours","performance"
"SYNTH_RF_0061",35,10.81,0.12,0.13,4
"SYNTH_RF_0061",40,12.17,0.22,0.23,4
"SYNTH_RF_0061",36,9.76,0.2,0.26,4
"SYNTH_RF_0061",43,16.4,0.83,0.01,4
"SYNTH_RF_0061",37,13.24,1,0.57,4
"SYNTH_RF_0061",35,10.91,0.12,0.1,4
"SYNTH_RF_0061",36,11.56,0.76,0.19,4
"SYNTH_RF_0061",44,14.04,0.38,0.42,4
"SYNTH_RF_0062",40,9.83,0.48,0.25,4
"SYNTH_RF_0062",42,15.3,0.37,0.52,4
"SYNTH_RF_0062",46,15.69,0.1,0.88,4
"SYNTH_RF_0062",37,19.4,0.77,0.04,4
"SYNTH_RF_0062",43,11.68,0.27,0,4
"SYNTH_RF_0062",44,8.04,1.21,0.23,4
"SYNTH_RF_0062",43,11.99,0.01,0.39,4
"SYNTH_RF_0062",36,9.51,0.4,0.2,4
"SYNTH_RF_0063",32,14.05,0.72,0.43,3
"SYNTH_RF_0063",43,16.9,0.94,1.31,3
"SYNTH_RF_0063",32,9.41,0.83,0.06,3
"SYNTH_RF_0063",39,12.95,0.52,0.3,3
"SYNTH_RF_0063",32,9.53,0.75,0.23,3
"SYNTH_RF_0063",29,7.98,0.25,0.08,3
"SYNTH_RF_0063",34,9.84,0.41,0.03,3
"SYNTH_RF_0063",37,8.19,0.06,0.62,3
"SYNTH_RF_0064",56,14.53,0.29,0.53,5
"SYNTH_RF_0064",54,13.3,2.74,0.24,5
"SYNTH_RF_0064",51,12.46,1.05,0.93,5
"SYNTH_RF_0064",60,20.94,0.44,0.02,5
"SYNTH_RF_0064",49,15.95,0.32,0.07,5
"SYNTH_RF_0064",37,8.33,0.49,0.23,5
"SYNTH_RF_0064",44,18.69,0.25,0.01,5
"SYNTH_RF_0064",47,21.35,0.24,0.32,5
"SYNTH_RF_0065",52,10.9,0.59,0.17,4
"SYNTH_RF_0065",46,9.7,0,0.06,4
"SYNTH_RF_0065",40,13.19,0.03,0.12,4
"SYNTH_RF_0065",44,13.44,0.65,0.09,4
"SYNTH_RF_0065",40,17.43,0.28,0.47,4
"SYNTH_RF_0065",60,14.44,0.14,0.09,4
"SYNTH_RF_0065",55,15.05,0.14,0.45,4
"SYNTH_RF_0065",42,11.42,0.14,0.23,4
"SYNTH_RF_0066",28,15.25,0.47,0.13,4
"SYNTH_RF_0066",33,12.8,1.92,0.07,4
"SYNTH_RF_0066",33,11.51,0.11,0.2,4
"SYNTH_RF_0066",30,15.41,0.63,0.35,4
"SYNTH_RF_0066",45,11.46,0.53,0.08,4
"SYNTH_RF_0066",26,18.08,0.12,0.03,4
"SYNTH_RF_0066",34,12.18,0.01,0.45,4
"SYNTH_RF_0066",44,17.5,1.76,0.07,4
"SYNTH_RF_0067",50,13.04,0.99,0.38,3
"SYNTH_RF_0067",44,15.5,0.25,0.52,3
"SYNTH_RF_0067",36,12.62,0.45,0.03,3
"SYNTH_RF_0067",36,9.06,0.11,0.11,3
"SYNTH_RF_0067",40,14.2,0.8,0.15,3
"SYNTH_RF_0067",38,13.28,0.7,0.07,3
"SYNTH_RF_0067",51,15.09,0.13,0.09,3
"SYNTH_RF_0067",46,12.54,0.36,0.85,3
"SYNTH_RF_0068",21,9.94,0.69,1.37,1
"SYNTH_RF_0068",26,2.94,0.3,0.01,1
"SYNTH_RF_0068",24,10.96,0.59,0.13,1
"SYNTH_RF_0068",26,10.75,0.12,0.01,1
"SYNTH_RF_0068",27,13.96,0.85,0.3,1
"SYNTH_RF_0068",23,11.47,0.72,0.84,1
"SYNTH_RF_0068",39,2.48,0.11,0.05,1
"SYNTH_RF_0068",28,13.33,0.59,0.86,1
"SYNTH_RF_0069",46,11.33,1.24,0.62,4
"SYNTH_RF_0069",37,15.75,0.25,0.3,4
"SYNTH_RF_0069",30,12.79,0.79,0.28,4
"SYNTH_RF_0069",24,11.82,0.14,0.06,4
"SYNTH_RF_0069",30,12.42,0.04,0.25,4
"SYNTH_RF_0069",43,11,0.39,0.51,4
"SYNTH_RF_0069",36,16.43,0.07,0.47,4
"SYNTH_RF_0069",31,12.03,0.59,0.04,4
"SYNTH_RF_0070",23,14.48,0.04,0.38,3
"SYNTH_RF_0070",31,16.01,0.04,0.22,3
"SYNTH_RF_0070",34,11.64,0.3,0.71,3
"SYNTH_RF_0070",32,10.69,0.28,0.27,3
"SYNTH_RF_0070",35,12.53,0.65,0.18,3
"SYNTH_RF_0070",31,14.52,0.04,0.58,3
"SYNTH_RF_0070",29,9.36,2.23,0.33,3
"SYNTH_RF_0070",31,14.86,0.87,0.76,3
"SYNTH_RF_0071",33,9.15,0.04,0.94,2
"SYNTH_RF_0071",35,11,0.56,0.14,2
"SYNTH_RF_0071",36,10.69,0.67,0.04,2
"SYNTH_RF_0071",35,11.62,0.26,1.2,2
"SYNTH_RF_0071",32,8.18,0.24,0.13,2
"SYNTH_RF_0071",28,9.87,0.57,0.88,2
"SYNTH_RF_0071",32,7.26,0.22,0.51,2
"SYNTH_RF_0071",28,7.46,0.54,1.12,2
"SYNTH_RF_0072",37,10.48,0.08,1.02,5
"SYNTH_RF_0072",33,17.77,0.28,0.21,5
"SYNTH_RF_0072",49,15.94,0.04,0.3,5
"SYNTH_RF_0072",43,15.39,1.78,0.15,5
"SYNTH_RF_0072",34,11.08,0.39,0.07,5
"SYNTH_RF_0072",38,8.53,0.08,0.16,5
"SYNTH_RF_0072",35,15.75,0.56,0.79,5
"SYNTH_RF_0072",36,17.09,0.88,0.41,5
"SYNTH_RF_0073",47,7.8,0.39,0.31,3
"SYNTH_RF_0073",27,12.01,0.72,0.19,3
"SYNTH_RF_0073",32,8.89,0.15,0.24,3
"SYNTH_RF_0073",25,13.85,0.13,0.23,3
"SYNTH_RF_0073",28,11.94,0.21,0,3
"SYNTH_RF_0073",30,11.8,0.02,0.19,3
"SYNTH_RF_0073",39,6.97,0.45,0.27,3
"SYNTH_RF_0073",30,7.44,0.28,0.1,3
"SYNTH_RF_0074",36,11.19,0.11,0.7,2
"SYNTH_RF_0074",32,9.25,0.27,0.13,2
"SYNTH_RF_0074",35,12.8,0.25,0.23,2
"SYNTH_RF_0074",53,9.36,0.42,0.08,2
"SYNTH_RF_0074",25,10.64,1.05,0.29,2
"SYNTH_RF_0074",23,13.47,2.39,0.05,2
"SYNTH_RF_0074",39,9.1,1.22,0.16,2
"SYNTH_RF_0074",40,13.29,0.29,0.46,2
"SYNTH_RF_0075",41,7.55,0.09,0.22,1
"SYNTH_RF_0075",38,11.36,0.6,0.17,1
"SYNTH_RF_0075",38,14.44,0.15,0.42,1
"SYNTH_RF_0075",26,9.06,0.26,0.54,1
"SYNTH_RF_0075",20,8.8,0.2,0.2,1
"SYNTH_RF_0075",33,8.61,0.12,0.07,1
"SYNTH_RF_0075",30,11.07,0.31,0.05,1
"SYNTH_RF_0075",34,7.49,0.07,1.19,1
"SYNTH_RF_0076",35,13.12,0.08,0.08,5
"SYNTH_RF_0076",46,16.49,0.22,0.12,5
"SYNTH_RF_0076",45,15.46,0.26,0.36,5
"SYNTH_RF_0076",42,9.4,1.53,0.04,5
"SYNTH_RF_0076",43,16.27,0.02,1.37,5
"SYNTH_RF_0076",41,18.28,0.29,0.05,5
"SYNTH_RF_0076",53,15.82,0.99,0.35,5
"SYNTH_RF_0076",33,11.09,0.66,0.88,5
"SYNTH_RF_0077",37,10.68,0.03,0.53,5
"SYNTH_RF_0077",52,20.89,0.1,0.74,5
"SYNTH_RF_0077",40,6.52,0.04,0.46,5
"SYNTH_RF_0077",41,17.12,0.54,0.42,5
"SYNTH_RF_0077",38,15.47,0.48,0.27,5
"SYNTH_RF_0077",43,7.81,0.08,0.39,5
"SYNTH_RF_0077",45,13.11,1.36,0.49,5
"SYNTH_RF_0077",37,13.91,0.01,0.1,5
"SYNTH_RF_0078",33,13.7,0.6,1.27,3
"SYNTH_RF_0078",44,14.11,0.49,0.17,3
"SYNTH_RF_0078",31,11.13,1.21,0,3
"SYNTH_RF_0078",37,15.52,0.19,0.05,3
"SYNTH_RF_0078",40,14.44,0.05,0.52,3
"SYNTH_RF_0078",48,16.1,0.99,0.06,3
"SYNTH_RF_0078",33,15.93,0.49,0.44,3
"SYNTH_RF_0078",37,15.23,0.28,0.13,3
"SYNTH_RF_0079",42,11.86,0.08,0.4,4
"SYNTH_RF_0079",40,13.02,0.09,0.15,4
"SYNTH_RF_0079",38,13.63,0.51,0.55,4
"SYNTH_RF_0079",37,11.45,0.21,0.2,4
"SYNTH_RF_0079",34,14.41,1.12,0.5,4
"SYNTH_RF_0079",44,6.06,0.54,0.18,4
"SYNTH_RF_0079",41,12.78,0.34,0.12,4
"SYNTH_RF_0079",42,18.14,0.32,0.78,4
"SYNTH_RF_0080",38,12.32,0.01,0.11,5
"SYNTH_RF_0080",34,11.02,0.25,0.29,5
"SYNTH_RF_0080",43,10.57,1.06,0.15,5
"SYNTH_RF_0080",53,8.78,0.22,1,5
"SYNTH_RF_0080",41,11.1,0.01,0.79,5
"SYNTH_RF_0080",28,15.38,0.97,0.74,5
"SYNTH_RF_0080",36,14.69,0.07,0.03,5
"SYNTH_RF_0080",26,18.97,0.42,0.14,5
"SYNTH_RF_0081",36,10.54,0.37,0.01,4
"SYNTH_RF_0081",43,14.69,0.94,0.04,4
"SYNTH_RF_0081",33,13.35,1.15,0.03,4
"SYNTH_RF_0081",30,12.49,0.54,0.18,4
"SYNTH_RF_0081",35,8.04,0.2,0,4
"SYNTH_RF_0081",26,8.2,0.7,0.09,4
"SYNTH_RF_0081",40,11.04,0.92,0.81,4
"SYNTH_RF_0081",34,15.76,0.13,0.07,4
"SYNTH_RF_0082",30,12.93,0.07,1.4,1
"SYNTH_RF_0082",21,15.38,1.64,0.07,1
"SYNTH_RF_0082",23,16.77,1.26,0.08,1
"SYNTH_RF_0082",32,14.47,0.43,0.77,1
"SYNTH_RF_0082",45,11.58,0.31,0.34,1
"SYNTH_RF_0082",39,11.37,0.22,0.1,1
"SYNTH_RF_0082",34,9.66,0.05,0.11,1
"SYNTH_RF_0082",34,14.35,0.78,0.29,1
"SYNTH_RF_0083",31,10.24,0.37,0.26,3
"SYNTH_RF_0083",31,11.2,0.45,0.09,3
"SYNTH_RF_0083",19,11.35,0.61,0.6,3
"SYNTH_RF_0083",30,14.25,0.96,0.27,3
"SYNTH_RF_0083",37,12.99,0.02,0.55,3
"SYNTH_RF_0083",43,11.66,0.43,0.83,3
"SYNTH_RF_0083",29,16.78,0.37,0.23,3
"SYNTH_RF_0083",43,11.92,0.02,0.17,3
"SYNTH_RF_0084",36,14.87,0.02,1.43,4
"SYNTH_RF_0084",45,13.35,0.77,0,4
"SYNTH_RF_0084",28,10.37,0.61,0.1,4
"SYNTH_RF_0084",33,10.47,0.48,0.03,4
"SYNTH_RF_0084",42,12.33,0.11,0.01,4
"SYNTH_RF_0084",34,8.48,0.23,2.15,4
"SYNTH_RF_0084",43,13.74,0.51,0.44,4
"SYNTH_RF_0084",47,6.82,0.02,0.51,4
"SYNTH_RF_0085",32,9.53,1.05,1.43,3
"SYNTH_RF_0085",33,10.61,0.32,0.35,3
"SYNTH_RF_0085",28,11.05,0.13,0.27,3
"SYNTH_RF_0085",33,13.64,0.49,0.22,3
"SYNTH_RF_0085",34,8.32,0.23,1.16,3
"SYNTH_RF_0085",31,14.56,0.56,0.1,3
"SYNTH_RF_0085",37,14.09,0.02,0.2,3
"SYNTH_RF_0085",24,8.3,0.01,0.02,3
"SYNTH_RF_0086",44,16.1,0.06,0.91,4
"SYNTH_RF_0086",31,12.53,0.35,0.19,4
"SYNTH_RF_0086",39,8.86,0.6,0.38,4
"SYNTH_RF_0086",42,18.15,1.39,0.33,4
"SYNTH_RF_0086",32,11.43,0.36,0.98,4
"SYNTH_RF_0086",39,16.44,0.14,0,4
"SYNTH_RF_0086",34,10.56,0.03,0.22,4
"SYNTH_RF_0086",29,12.5,1.21,0.2,4
"SYNTH_RF_0087",40,7.94,0.02,0.24,1
"SYNTH_RF_0087",28,11.5,0.05,0.43,1
"SYNTH_RF_0087",32,16.17,0.43,0.98,1
"SYNTH_RF_0087",36,10.49,0.56,0.29,1
"SYNTH_RF_0087",30,9.2,0.76,0.24,1
"SYNTH_RF_0087",28,9.34,0.25,0.03,1
"SYNTH_RF_0087",28,6.54,0.38,0.09,1
"SYNTH_RF_0087",32,13.08,0.73,0.06,1
"SYNTH_RF_0088",22,15.8,0.31,0.07,1
"SYNTH_RF_0088",26,6.87,0.87,0.25,1
"SYNTH_RF_0088",24,9.8,0.8,0.26,1
"SYNTH_RF_0088",29,14.94,0.35,0.01,1
"SYNTH_RF_0088",31,7.87,0.55,0.42,1
"SYNTH_RF_0088",26,11.92,0.08,0.45,1
"SYNTH_RF_0088",28,11.91,0.78,0.22,1
"SYNTH_RF_0088",34,13.87,0.45,0.02,1
"SYNTH_RF_0089",36,12.81,0.48,0.3,5
"SYNTH_RF_0089",42,14.04,0.7,0.48,5
"SYNTH_RF_0089",46,9.38,0.95,0.44,5
"SYNTH_RF_0089",46,13.14,0.26,0.52,5
"SYNTH_RF_0089",43,18.29,0.41,0.47,5
"SYNTH_RF_0089",36,12.52,0.31,0.33,5
"SYNTH_RF_0089",49,14.55,0.14,0.53,5
"SYNTH_RF_0089",30,16.47,0.35,0.3,5
"SYNTH_RF_0090",35,16.53,0.62,0.07,2
"SYNTH_RF_0090",43,9,0.06,0.66,2
"SYNTH_RF_0090",43,14.03,0.22,0.38,2
"SYNTH_RF_0090",35,14.85,0.93,1.55,2
"SYNTH_RF_0090",39,12.35,0.59,0.01,2
"SYNTH_RF_0090",43,8.36,0.71,0.35,2
"SYNTH_RF_0090",38,15.07,0.1,0.25,2
"SYNTH_RF_0090",47,14.25,1.13,0.47,2
"SYNTH_RF_0091",30,12.58,0.33,0.41,3
"SYNTH_RF_0091",44,11.25,0.99,0.53,3
"SYNTH_RF_0091",37,13.27,0.11,1.27,3
"SYNTH_RF_0091",36,11.9,0.05,0.12,3
"SYNTH_RF_0091",30,16.81,0.47,0.31,3
"SYNTH_RF_0091",35,15.06,0.52,0.02,3
"SYNTH_RF_0091",39,11.61,0,0.54,3
"SYNTH_RF_0091",34,10.98,1.16,0.48,3
"SYNTH_RF_0092",39,9.4,0.62,0.21,5
"SYNTH_RF_0092",35,11.39,0.02,0.74,5
"SYNTH_RF_0092",40,10.27,0.7,0.5,5
"SYNTH_RF_0092",26,14.57,0.16,0.4,5
"SYNTH_RF_0092",45,9.92,0.42,0.54,5
"SYNTH_RF_0092",38,13.36,0.28,0.24,5
"SYNTH_RF_0092",37,13.65,0.77,0.38,5
"SYNTH_RF_0092",38,16.71,0.05,1.68,5
"SYNTH_RF_0093",30,8,0.38,0.43,1
"SYNTH_RF_0093",40,9.05,1.21,0.05,1
"SYNTH_RF_0093",30,17.56,0.07,0.39,1
"SYNTH_RF_0093",32,12.58,0.64,0.03,1
"SYNTH_RF_0093",26,11.53,2.13,0.34,1
"SYNTH_RF_0093",36,11.71,1.36,0.12,1
"SYNTH_RF_0093",43,15.12,0.71,0.63,1
"SYNTH_RF_0093",24,10.76,0.09,0.4,1
"SYNTH_RF_0094",40,11.45,0.06,0.02,2
"SYNTH_RF_0094",44,10.52,0.02,0.42,2
"SYNTH_RF_0094",32,12.78,0.17,0.07,2
"SYNTH_RF_0094",41,12.31,0,0.03,2
"SYNTH_RF_0094",32,15.47,0.02,0.12,2
"SYNTH_RF_0094",39,10.21,0.74,0.1,2
"SYNTH_RF_0094",32,15.68,0.15,0.16,2
"SYNTH_RF_0094",34,7.13,0.25,0.19,2
"SYNTH_RF_0095",55,12.46,1.39,0.31,2
"SYNTH_RF_0095",36,15.08,0.37,0.08,2
"SYNTH_RF_0095",34,12.43,0.06,0.04,2
"SYNTH_RF_0095",41,19.3,1.4,1.47,2
"SYNTH_RF_0095",33,12.31,0.03,1.13,2
"SYNTH_RF_0095",39,14.19,0,0.57,2
"SYNTH_RF_0095",28,12.63,0.19,0.19,2
"SYNTH_RF_0095",32,11.02,0.26,0.55,2
"SYNTH_RF_0096",30,7.33,0.54,0.11,1
"SYNTH_RF_0096",25,8.76,0.41,0.22,1
"SYNTH_RF_0096",28,15.16,0.49,0.4,1
"SYNTH_RF_0096",24,8.52,1,0.27,1
"SYNTH_RF_0096",22,13.26,1.78,0.24,1
"SYNTH_RF_0096",24,9.16,0.08,0.17,1
"SYNTH_RF_0096",25,12.7,0.41,0.29,1
"SYNTH_RF_0096",17,14.57,0.47,0.38,1
"SYNTH_RF_0097",43,9.71,0.64,1.83,5
"SYNTH_RF_0097",43,13.74,0.18,0.05,5
"SYNTH_RF_0097",28,14.76,1.4,0.51,5
"SYNTH_RF_0097",36,12.42,0.26,0.12,5
"SYNTH_RF_0097",44,11.96,0.68,1.29,5
"SYNTH_RF_0097",41,14.3,0.13,0.54,5
"SYNTH_RF_0097",32,12.03,0.16,0.02,5
"SYNTH_RF_0097",37,10.23,0.22,1.4,5
"SYNTH_RF_0098",41,13.76,0.01,0.01,2
"SYNTH_RF_0098",35,9.62,0.51,0.38,2
"SYNTH_RF_0098",34,15.06,0.08,0.39,2
"SYNTH_RF_0098",31,13.06,0.38,0.04,2
"SYNTH_RF_0098",34,13.22,0.05,0.58,2
"SYNTH_RF_0098",29,8.37,1.17,0.15,2
"SYNTH_RF_0098",36,14.23,0.81,0.33,2
"SYNTH_RF_0098",34,9.63,1.47,0.07,2
"SYNTH_RF_0099",32,12.99,0.12,0.1,1
"SYNTH_RF_0099",27,11.37,0.49,0.32,1
"SYNTH_RF_0099",35,11.1,0.67,0.41,1
"SYNTH_RF_0099",24,7.85,0.3,0.98,1
"SYNTH_RF_0099",31,13.6,0.03,0.31,1
"SYNTH_RF_0099",23,9.01,0.09,0.3,1
"SYNTH_RF_0099",35,15.34,0.03,0.54,1
"SYNTH_RF_0099",38,10.94,0.27,0.01,1
"SYNTH_RF_0100",21,10.6,0.02,0.11,1
"SYNTH_RF_0100",24,7.09,0.02,0.26,1
"SYNTH_RF_0100",27,6.58,0.09,0.22,1
"SYNTH_RF_0100",29,10.91,0.2,0.18,1
"SYNTH_RF_0100",28,13.08,0.05,0.36,1
"SYNTH_RF_0100",34,7.26,0.29,0.01,1
"SYNTH_RF_0100",29,9.99,0.19,0.35,1
"SYNTH_RF_0100",36,14.19,1.48,0.11,1
"SYNTH_RF_0101",42,8.72,0.31,0.01,2
"SYNTH_RF_0101",27,15.08,1.01,0.05,2
"SYNTH_RF_0101",26,7.31,0.03,0.36,2
"SYNTH_RF_0101",28,12.35,0.44,0,2
"SYNTH_RF_0101",28,12.22,0.42,0.64,2
"SYNTH_RF_0101",25,12.22,0.27,0.14,2
"SYNTH_RF_0101",33,13.07,0.68,0.15,2
"SYNTH_RF_0101",41,10.35,0.04,0,2
"SYNTH_RF_0102",48,8.82,0.37,0.61,4
"SYNTH_RF_0102",45,20.1,0.07,0.13,4
"SYNTH_RF_0102",43,17.67,0.25,0.12,4
"SYNTH_RF_0102",47,11.29,0.18,0.14,4
"SYNTH_RF_0102",50,18.34,0.19,0.31,4
"SYNTH_RF_0102",40,9.87,0.06,0.39,4
"SYNTH_RF_0102",33,12.53,0.2,0.05,4
"SYNTH_RF_0102",31,12.48,0.23,0.56,4
"SYNTH_RF_0103",38,9.08,0.01,0.01,4
"SYNTH_RF_0103",33,15.83,0.78,0.49,4
"SYNTH_RF_0103",39,11.08,0.89,0.14,4
"SYNTH_RF_0103",38,12.2,1.23,0.24,4
"SYNTH_RF_0103",31,12.39,0.13,0.52,4
"SYNTH_RF_0103",37,12.37,0.3,0.02,4
"SYNTH_RF_0103",34,13.15,0.27,0.13,4
"SYNTH_RF_0103",50,6.83,0.36,0.02,4
"SYNTH_RF_0104",44,12.65,1.74,0,5
"SYNTH_RF_0104",31,10.73,0.05,0.81,5
"SYNTH_RF_0104",42,10.81,0.01,0.51,5
"SYNTH_RF_0104",39,9.56,1.31,0.11,5
"SYNTH_RF_0104",40,6.55,0.41,0.42,5
"SYNTH_RF_0104",36,12.44,1.24,0.07,5
"SYNTH_RF_0104",52,8.96,0.42,0.08,5
"SYNTH_RF_0104",31,12.77,0.42,0.27,5
"SYNTH_RF_0105",23,6.69,0.46,1,1
"SYNTH_RF_0105",26,10.12,0.52,0.69,1
"SYNTH_RF_0105",32,8.67,1,0.06,1
"SYNTH_RF_0105",32,12.14,1.22,0.68,1
"SYNTH_RF_0105",19,13.61,0.87,0.01,1
"SYNTH_RF_0105",36,9.83,0.44,0.14,1
"SYNTH_RF_0105",19,9.66,0.07,0.58,1
"SYNTH_RF_0105",24,13.78,0.08,0.22,1
"SYNTH_RF_0106",41,13.29,0.4,1.22,4
"SYNTH_RF_0106",42,13.64,0.29,0.09,4
"SYNTH_RF_0106",44,16.52,0.21,0.01,4
"SYNTH_RF_0106",39,17.13,0.31,0.04,4
"SYNTH_RF_0106",34,16.51,2.36,0.56,4
"SYNTH_RF_0106",32,19.05,0.02,0.38,4
"SYNTH_RF_0106",38,14.47,0.21,0.81,4
"SYNTH_RF_0106",48,16.29,0.06,0.02,4
"SYNTH_RF_0107",44,11.39,1.99,0.5,4
"SYNTH_RF_0107",32,7.69,0.9,0.77,4
"SYNTH_RF_0107",48,13.57,0.57,0.71,4
"SYNTH_RF_0107",33,9.76,0.04,0.13,4
"SYNTH_RF_0107",41,16.68,0.73,0.17,4
"SYNTH_RF_0107",36,12.58,0.45,0.02,4
"SYNTH_RF_0107",40,16.65,0.19,0.07,4
"SYNTH_RF_0107",33,14.35,0.75,0.49,4
"SYNTH_RF_0108",38,9.94,0.12,0.03,3
"SYNTH_RF_0108",22,14.44,0.93,0.14,3
"SYNTH_RF_0108",28,12.98,0.27,0.04,3
"SYNTH_RF_0108",42,3.27,0.75,0.53,3
"SYNTH_RF_0108",32,10.7,0.1,0.04,3
"SYNTH_RF_0108",27,11.22,0.56,0.64,3
"SYNTH_RF_0108",38,11.36,0.27,0.67,3
"SYNTH_RF_0108",36,8.01,1.29,0.09,3
"SYNTH_RF_0109",26,9.28,0.7,0.55,2
"SYNTH_RF_0109",20,11.72,0.09,0.35,2
"SYNTH_RF_0109",39,10.46,0.16,0.21,2
"SYNTH_RF_0109",24,9.3,0.85,0.37,2
"SYNTH_RF_0109",32,13.65,0.26,0.17,2
"SYNTH_RF_0109",30,8.77,0.08,0.1,2
"SYNTH_RF_0109",31,11.26,0.25,0.3,2
"SYNTH_RF_0109",28,6.71,0.6,0.24,2
"SYNTH_RF_0110",22,12.63,0.93,0.14,4
"SYNTH_RF_0110",30,12.35,0.74,0.51,4
"SYNTH_RF_0110",34,14.84,0.21,0.1,4
"SYNTH_RF_0110",30,12.5,0.17,0.21,4
"SYNTH_RF_0110",32,12.38,0.1,1.14,4
"SYNTH_RF_0110",27,9.87,0.5,0.15,4
"SYNTH_RF_0110",26,11.32,0.28,0.06,4
"SYNTH_RF_0110",31,14.86,0.01,0.23,4
"SYNTH_RF_0111",50,11.56,0.55,0.97,5
"SYNTH_RF_0111",29,10.32,0.1,0.85,5
"SYNTH_RF_0111",40,7.72,0.63,0.46,5
"SYNTH_RF_0111",26,12.97,0.35,2.08,5
"SYNTH_RF_0111",35,15.7,0.06,0.56,5
"SYNTH_RF_0111",37,11.04,0.62,0.02,5
"SYNTH_RF_0111",39,15.91,0.07,0.88,5
"SYNTH_RF_0111",26,13.09,0.04,0.46,5
"SYNTH_RF_0112",45,10.8,0.6,0.08,4
"SYNTH_RF_0112",46,17.21,0.28,0.02,4
"SYNTH_RF_0112",41,13.07,0.58,0.04,4
"SYNTH_RF_0112",38,9.65,0.55,1.16,4
"SYNTH_RF_0112",45,13.35,1.23,1.4,4
"SYNTH_RF_0112",41,10.43,0.5,0.3,4
"SYNTH_RF_0112",37,14.16,0.26,0.01,4
"SYNTH_RF_0112",36,17.73,0.55,0.17,4
"SYNTH_RF_0113",36,7.39,0.41,0.07,3
"SYNTH_RF_0113",37,12.67,0.87,0.2,3
"SYNTH_RF_0113",30,13.63,0.05,0.24,3
"SYNTH_RF_0113",37,9.3,1.04,0.21,3
"SYNTH_RF_0113",36,12.43,0.18,0.41,3
"SYNTH_RF_0113",29,8.9,0.08,0.11,3
"SYNTH_RF_0113",34,14.61,0.01,0.91,3
"SYNTH_RF_0113",32,11.48,0.88,0.01,3
"SYNTH_RF_0114",48,6.62,1.4,0.25,4
"SYNTH_RF_0114",32,4.95,0.66,0.34,4
"SYNTH_RF_0114",36,15.53,1.91,0.31,4
"SYNTH_RF_0114",33,12.2,0.21,0.06,4
"SYNTH_RF_0114",37,18.85,0.85,0.11,4
"SYNTH_RF_0114",33,12.26,0.22,0.48,4
"SYNTH_RF_0114",45,11.7,0.52,0.2,4
"SYNTH_RF_0114",34,11.08,0.01,0.01,4
"SYNTH_RF_0115",42,11.51,1.78,0.45,4
"SYNTH_RF_0115",44,12.93,0.5,0.26,4
"SYNTH_RF_0115",38,14.48,1.21,0.12,4
"SYNTH_RF_0115",36,13.89,0.68,0.1,4
"SYNTH_RF_0115",41,17.01,0.45,0.37,4
"SYNTH_RF_0115",45,13.43,2,0.24,4
"SYNTH_RF_0115",44,10.64,0.79,0.51,4
"SYNTH_RF_0115",43,17.39,1.77,0.09,4
"SYNTH_RF_0116",27,10.08,0.29,0.5,3
"SYNTH_RF_0116",34,6.31,0.26,0.37,3
"SYNTH_RF_0116",36,10.4,0.44,0.11,3
"SYNTH_RF_0116",42,8.62,0.27,0.24,3
"SYNTH_RF_0116",45,3.74,0.62,0.33,3
"SYNTH_RF_0116",33,18.02,0.03,0.02,3
"SYNTH_RF_0116",22,16.58,0.49,0.27,3
"SYNTH_RF_0116",24,13.03,0.35,0.02,3
"SYNTH_RF_0117",30,8.07,0.38,0.05,1
"SYNTH_RF_0117",26,19.39,1.86,0.42,1
"SYNTH_RF_0117",28,10.77,0.11,0.08,1
"SYNTH_RF_0117",30,16.76,0.04,0.11,1
"SYNTH_RF_0117",26,14.18,0.32,0.19,1
"SYNTH_RF_0117",30,12.27,0.5,0.03,1
"SYNTH_RF_0117",34,8.86,0.04,0.06,1
"SYNTH_RF_0117",23,8.98,0.17,0.41,1
"SYNTH_RF_0118",34,12.52,0.01,0.46,3
"SYNTH_RF_0118",34,15.51,0.23,1.02,3
"SYNTH_RF_0118",41,7.82,0.36,0.69,3
"SYNTH_RF_0118",29,19.58,1.15,1.08,3
"SYNTH_RF_0118",30,9.7,0.44,0.07,3
"SYNTH_RF_0118",27,16.57,0,0.04,3
"SYNTH_RF_0118",24,11.46,0.78,0.17,3
"SYNTH_RF_0118",21,10.46,0.2,0.22,3
"SYNTH_RF_0119",52,15.37,0.08,0.21,4
"SYNTH_RF_0119",45,15.4,0.98,0.27,4
"SYNTH_RF_0119",40,13.36,2.78,0.19,4
"SYNTH_RF_0119",52,12.84,1,0.38,4
"SYNTH_RF_0119",41,11.28,0.29,0.12,4
"SYNTH_RF_0119",53,7.77,0.49,0.47,4
"SYNTH_RF_0119",36,17.29,0.26,0.65,4
"SYNTH_RF_0119",40,19.15,0.44,1.06,4
"SYNTH_RF_0120",35,6.38,1.03,0.47,1
"SYNTH_RF_0120",37,12.66,0.9,0.35,1
"SYNTH_RF_0120",40,17.01,1,0.3,1
"SYNTH_RF_0120",37,8.06,0.02,0.15,1
"SYNTH_RF_0120",37,13.8,0.4,0.03,1
"SYNTH_RF_0120",40,9.7,1.75,0.43,1
"SYNTH_RF_0120",39,6.34,0.43,0.2,1
"SYNTH_RF_0120",32,13.57,0.31,0.13,1
"SYNTH_RF_0121",34,12.14,0.14,0.33,3
"SYNTH_RF_0121",44,8.85,0.25,0.99,3
