"PersonId","TaskType","credits","PeriodStart","PeriodEnd"
"PID0214","Document and comment",4.7,"2026-01-04","2026-07-04"
"PID0214","Analysis and research",1,"2026-01-04","2026-07-04"
"PID0214","General assistance",7.7,"2026-01-04","2026-07-04"
"PID0214","Specialised workflow",3.8,"2026-01-04","2026-07-04"
"PID0215","Write or debug code",21.3,"2026-01-04","2026-07-04"
"PID0215","Meeting workflow",39.2,"2026-01-04","2026-07-04"
"PID0215","Email workflow",121,"2026-01-04","2026-07-04"
"PID0215","Communication workflow",231.2,"2026-01-04","2026-07-04"
"PID0215","Document and comment",100.2,"2026-01-04","2026-07-04"
"PID0215","Analysis and research",16.4,"2026-01-04","2026-07-04"
"PID0215","General assistance",27.1,"2026-01-04","2026-07-04"
"PID0215","Specialised workflow",17.1,"2026-01-04","2026-07-04"
"PID0216","Write or debug code",361.4,"2026-01-04","2026-07-04"
"PID0216","Meeting workflow",70.3,"2026-01-04","2026-07-04"
"PID0216","Email workflow",187.6,"2026-01-04","2026-07-04"
"PID0216","Communication workflow",57,"2026-01-04","2026-07-04"
"PID0216","Document and comment",312.1,"2026-01-04","2026-07-04"
"PID0216","Analysis and research",137,"2026-01-04","2026-07-04"
"PID0216","General assistance",325.3,"2026-01-04","2026-07-04"
"PID0216","Specialised workflow",221.8,"2026-01-04","2026-07-04"
"PID0217","Write or debug code",111.2,"2026-01-04","2026-07-04"
"PID0217","Meeting workflow",139.4,"2026-01-04","2026-07-04"
"PID0217","Email workflow",54.6,"2026-01-04","2026-07-04"
"PID0217","Communication workflow",70,"2026-01-04","2026-07-04"
"PID0217","Document and comment",192.1,"2026-01-04","2026-07-04"
"PID0217","Analysis and research",59.9,"2026-01-04","2026-07-04"
"PID0217","General assistance",268.7,"2026-01-04","2026-07-04"
"PID0217","Specialised workflow",58.6,"2026-01-04","2026-07-04"
"PID0218","Write or debug code",6.3,"2026-01-04","2026-07-04"
"PID0218","Meeting workflow",8,"2026-01-04","2026-07-04"
"PID0218","Email workflow",24.8,"2026-01-04","2026-07-04"
"PID0218","Communication workflow",6.5,"2026-01-04","2026-07-04"
"PID0218","Document and comment",42.1,"2026-01-04","2026-07-04"
"PID0218","Analysis and research",26,"2026-01-04","2026-07-04"
"PID0218","General assistance",17,"2026-01-04","2026-07-04"
"PID0218","Specialised workflow",34.9,"2026-01-04","2026-07-04"
"PID0219","Write or debug code",17.7,"2026-01-04","2026-07-04"
"PID0219","Meeting workflow",43.8,"2026-01-04","2026-07-04"
"PID0219","Email workflow",19.2,"2026-01-04","2026-07-04"
"PID0219","Communication workflow",11.4,"2026-01-04","2026-07-04"
"PID0219","Document and comment",24.4,"2026-01-04","2026-07-04"
"PID0219","Analysis and research",41.2,"2026-01-04","2026-07-04"
"PID0219","General assistance",15.7,"2026-01-04","2026-07-04"
"PID0219","Specialised workflow",8.6,"2026-01-04","2026-07-04"
"PID0220","Write or debug code",28.6,"2026-01-04","2026-07-04"
"PID0220","Meeting workflow",7,"2026-01-04","2026-07-04"
"PID0220","Email workflow",44.1,"2026-01-04","2026-07-04"
"PID0220","Communication workflow",72.9,"2026-01-04","2026-07-04"
"PID0220","Document and comment",96.1,"2026-01-04","2026-07-04"
"PID0220","Analysis and research",53.4,"2026-01-04","2026-07-04"
"PID0220","General assistance",20.7,"2026-01-04","2026-07-04"
"PID0220","Specialised workflow",41.6,"2026-01-04","2026-07-04"
"PID0221","Write or debug code",66.9,"2026-01-04","2026-07-04"
"PID0221","Meeting workflow",101.8,"2026-01-04","2026-07-04"
"PID0221","Email workflow",65,"2026-01-04","2026-07-04"
"PID0221","Communication workflow",49.1,"2026-01-04","2026-07-04"
"PID0221","Document and comment",364.9,"2026-01-04","2026-07-04"
"PID0221","Analysis and research",88.3,"2026-01-04","2026-07-04"
"PID0221","General assistance",156.7,"2026-01-04","2026-07-04"
"PID0221","Specialised workflow",317.8,"2026-01-04","2026-07-04"
"PID0222","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0222","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0222","Email workflow",0,"2026-01-04","2026-07-04"
"PID0222","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0222","Document and comment",0,"2026-01-04","2026-07-04"
"PID0222","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0222","General assistance",0,"2026-01-04","2026-07-04"
"PID0222","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0223","Write or debug code",2.7,"2026-01-04","2026-07-04"
"PID0223","Meeting workflow",5.5,"2026-01-04","2026-07-04"
"PID0223","Email workflow",2.2,"2026-01-04","2026-07-04"
"PID0223","Communication workflow",8.3,"2026-01-04","2026-07-04"
"PID0223","Document and comment",8.9,"2026-01-04","2026-07-04"
"PID0223","Analysis and research",5.8,"2026-01-04","2026-07-04"
"PID0223","General assistance",3.8,"2026-01-04","2026-07-04"
"PID0223","Specialised workflow",3.2,"2026-01-04","2026-07-04"
"PID0224","Write or debug code",16.2,"2026-01-04","2026-07-04"
"PID0224","Meeting workflow",10.9,"2026-01-04","2026-07-04"
"PID0224","Email workflow",8.7,"2026-01-04","2026-07-04"
"PID0224","Communication workflow",100.3,"2026-01-04","2026-07-04"
"PID0224","Document and comment",30,"2026-01-04","2026-07-04"
"PID0224","Analysis and research",35,"2026-01-04","2026-07-04"
"PID0224","General assistance",18.2,"2026-01-04","2026-07-04"
"PID0224","Specialised workflow",9.5,"2026-01-04","2026-07-04"
"PID0225","Write or debug code",17,"2026-01-04","2026-07-04"
"PID0225","Meeting workflow",24,"2026-01-04","2026-07-04"
"PID0225","Email workflow",23.4,"2026-01-04","2026-07-04"
"PID0225","Communication workflow",12.7,"2026-01-04","2026-07-04"
"PID0225","Document and comment",54.4,"2026-01-04","2026-07-04"
"PID0225","Analysis and research",5.9,"2026-01-04","2026-07-04"
"PID0225","General assistance",55.3,"2026-01-04","2026-07-04"
"PID0225","Specialised workflow",20.4,"2026-01-04","2026-07-04"
"PID0226","Write or debug code",79.9,"2026-01-04","2026-07-04"
"PID0226","Meeting workflow",44.7,"2026-01-04","2026-07-04"
"PID0226","Email workflow",29.3,"2026-01-04","2026-07-04"
"PID0226","Communication workflow",51.3,"2026-01-04","2026-07-04"
"PID0226","Document and comment",160.6,"2026-01-04","2026-07-04"
"PID0226","Analysis and research",27.5,"2026-01-04","2026-07-04"
"PID0226","General assistance",19.4,"2026-01-04","2026-07-04"
"PID0226","Specialised workflow",48.2,"2026-01-04","2026-07-04"
"PID0227","Write or debug code",27.2,"2026-01-04","2026-07-04"
"PID0227","Meeting workflow",25.5,"2026-01-04","2026-07-04"
"PID0227","Email workflow",8.7,"2026-01-04","2026-07-04"
"PID0227","Communication workflow",13.6,"2026-01-04","2026-07-04"
"PID0227","Document and comment",25.5,"2026-01-04","2026-07-04"
"PID0227","Analysis and research",7.1,"2026-01-04","2026-07-04"
"PID0227","General assistance",19.7,"2026-01-04","2026-07-04"
"PID0227","Specialised workflow",56.8,"2026-01-04","2026-07-04"
"PID0228","Write or debug code",18.5,"2026-01-04","2026-07-04"
"PID0228","Meeting workflow",38.3,"2026-01-04","2026-07-04"
"PID0228","Email workflow",12.4,"2026-01-04","2026-07-04"
"PID0228","Communication workflow",4.1,"2026-01-04","2026-07-04"
"PID0228","Document and comment",5.3,"2026-01-04","2026-07-04"
"PID0228","Analysis and research",28.8,"2026-01-04","2026-07-04"
"PID0228","General assistance",9.4,"2026-01-04","2026-07-04"
"PID0228","Specialised workflow",13,"2026-01-04","2026-07-04"
"PID0229","Write or debug code",22.6,"2026-01-04","2026-07-04"
"PID0229","Meeting workflow",18.9,"2026-01-04","2026-07-04"
"PID0229","Email workflow",27.3,"2026-01-04","2026-07-04"
"PID0229","Communication workflow",133,"2026-01-04","2026-07-04"
"PID0229","Document and comment",9.3,"2026-01-04","2026-07-04"
"PID0229","Analysis and research",18.7,"2026-01-04","2026-07-04"
"PID0229","General assistance",16.8,"2026-01-04","2026-07-04"
"PID0229","Specialised workflow",8.1,"2026-01-04","2026-07-04"
"PID0230","Write or debug code",12.7,"2026-01-04","2026-07-04"
"PID0230","Meeting workflow",20.8,"2026-01-04","2026-07-04"
"PID0230","Email workflow",12.6,"2026-01-04","2026-07-04"
"PID0230","Communication workflow",171.9,"2026-01-04","2026-07-04"
"PID0230","Document and comment",56.3,"2026-01-04","2026-07-04"
"PID0230","Analysis and research",16.3,"2026-01-04","2026-07-04"
"PID0230","General assistance",13.7,"2026-01-04","2026-07-04"
"PID0230","Specialised workflow",25,"2026-01-04","2026-07-04"
"PID0231","Write or debug code",11,"2026-01-04","2026-07-04"
"PID0231","Meeting workflow",7.2,"2026-01-04","2026-07-04"
"PID0231","Email workflow",34.7,"2026-01-04","2026-07-04"
"PID0231","Communication workflow",19.8,"2026-01-04","2026-07-04"
"PID0231","Document and comment",28.5,"2026-01-04","2026-07-04"
"PID0231","Analysis and research",7.8,"2026-01-04","2026-07-04"
"PID0231","General assistance",21.1,"2026-01-04","2026-07-04"
"PID0231","Specialised workflow",3.7,"2026-01-04","2026-07-04"
"PID0232","Write or debug code",1.7,"2026-01-04","2026-07-04"
"PID0232","Meeting workflow",1.8,"2026-01-04","2026-07-04"
"PID0232","Email workflow",5.5,"2026-01-04","2026-07-04"
"PID0232","Communication workflow",5.9,"2026-01-04","2026-07-04"
"PID0232","Document and comment",0.9,"2026-01-04","2026-07-04"
"PID0232","Analysis and research",1.4,"2026-01-04","2026-07-04"
"PID0232","General assistance",10.1,"2026-01-04","2026-07-04"
"PID0232","Specialised workflow",4.9,"2026-01-04","2026-07-04"
"PID0233","Write or debug code",85.3,"2026-01-04","2026-07-04"
"PID0233","Meeting workflow",29.8,"2026-01-04","2026-07-04"
"PID0233","Email workflow",31.8,"2026-01-04","2026-07-04"
"PID0233","Communication workflow",33.9,"2026-01-04","2026-07-04"
"PID0233","Document and comment",80.9,"2026-01-04","2026-07-04"
"PID0233","Analysis and research",127.9,"2026-01-04","2026-07-04"
"PID0233","General assistance",84,"2026-01-04","2026-07-04"
"PID0233","Specialised workflow",45.1,"2026-01-04","2026-07-04"
"PID0234","Write or debug code",4.4,"2026-01-04","2026-07-04"
"PID0234","Meeting workflow",5.3,"2026-01-04","2026-07-04"
"PID0234","Email workflow",8.1,"2026-01-04","2026-07-04"
"PID0234","Communication workflow",5.5,"2026-01-04","2026-07-04"
"PID0234","Document and comment",14.5,"2026-01-04","2026-07-04"
"PID0234","Analysis and research",25.2,"2026-01-04","2026-07-04"
"PID0234","General assistance",2.2,"2026-01-04","2026-07-04"
"PID0234","Specialised workflow",19.6,"2026-01-04","2026-07-04"
"PID0235","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0235","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0235","Email workflow",0,"2026-01-04","2026-07-04"
"PID0235","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0235","Document and comment",0,"2026-01-04","2026-07-04"
"PID0235","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0235","General assistance",0,"2026-01-04","2026-07-04"
"PID0235","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0236","Write or debug code",15.8,"2026-01-04","2026-07-04"
"PID0236","Meeting workflow",5.4,"2026-01-04","2026-07-04"
"PID0236","Email workflow",19,"2026-01-04","2026-07-04"
"PID0236","Communication workflow",20.4,"2026-01-04","2026-07-04"
"PID0236","Document and comment",7.7,"2026-01-04","2026-07-04"
"PID0236","Analysis and research",16.3,"2026-01-04","2026-07-04"
"PID0236","General assistance",23.1,"2026-01-04","2026-07-04"
"PID0236","Specialised workflow",7.6,"2026-01-04","2026-07-04"
"PID0237","Write or debug code",73.7,"2026-01-04","2026-07-04"
"PID0237","Meeting workflow",395.9,"2026-01-04","2026-07-04"
"PID0237","Email workflow",226.4,"2026-01-04","2026-07-04"
"PID0237","Communication workflow",378.6,"2026-01-04","2026-07-04"
"PID0237","Document and comment",159.4,"2026-01-04","2026-07-04"
"PID0237","Analysis and research",501,"2026-01-04","2026-07-04"
"PID0237","General assistance",117,"2026-01-04","2026-07-04"
"PID0237","Specialised workflow",148.9,"2026-01-04","2026-07-04"
"PID0238","Write or debug code",5.1,"2026-01-04","2026-07-04"
"PID0238","Meeting workflow",12.2,"2026-01-04","2026-07-04"
"PID0238","Email workflow",18.3,"2026-01-04","2026-07-04"
"PID0238","Communication workflow",39,"2026-01-04","2026-07-04"
"PID0238","Document and comment",2.1,"2026-01-04","2026-07-04"
"PID0238","Analysis and research",9.3,"2026-01-04","2026-07-04"
"PID0238","General assistance",6.5,"2026-01-04","2026-07-04"
"PID0238","Specialised workflow",7.2,"2026-01-04","2026-07-04"
"PID0239","Write or debug code",23.4,"2026-01-04","2026-07-04"
"PID0239","Meeting workflow",3.5,"2026-01-04","2026-07-04"
"PID0239","Email workflow",3.9,"2026-01-04","2026-07-04"
"PID0239","Communication workflow",4.3,"2026-01-04","2026-07-04"
"PID0239","Document and comment",6.5,"2026-01-04","2026-07-04"
"PID0239","Analysis and research",3.6,"2026-01-04","2026-07-04"
"PID0239","General assistance",3.6,"2026-01-04","2026-07-04"
"PID0239","Specialised workflow",1.8,"2026-01-04","2026-07-04"
"PID0240","Write or debug code",85.1,"2026-01-04","2026-07-04"
"PID0240","Meeting workflow",208.8,"2026-01-04","2026-07-04"
"PID0240","Email workflow",580.6,"2026-01-04","2026-07-04"
"PID0240","Communication workflow",411.3,"2026-01-04","2026-07-04"
"PID0240","Document and comment",845.3,"2026-01-04","2026-07-04"
"PID0240","Analysis and research",146.1,"2026-01-04","2026-07-04"
"PID0240","General assistance",140.5,"2026-01-04","2026-07-04"
"PID0240","Specialised workflow",199.2,"2026-01-04","2026-07-04"
"PID0241","Write or debug code",25.7,"2026-01-04","2026-07-04"
"PID0241","Meeting workflow",5.6,"2026-01-04","2026-07-04"
"PID0241","Email workflow",39.1,"2026-01-04","2026-07-04"
"PID0241","Communication workflow",18.9,"2026-01-04","2026-07-04"
"PID0241","Document and comment",18.3,"2026-01-04","2026-07-04"
"PID0241","Analysis and research",16.3,"2026-01-04","2026-07-04"
"PID0241","General assistance",38.2,"2026-01-04","2026-07-04"
"PID0241","Specialised workflow",106.2,"2026-01-04","2026-07-04"
"PID0242","Write or debug code",127.5,"2026-01-04","2026-07-04"
"PID0242","Meeting workflow",255.8,"2026-01-04","2026-07-04"
"PID0242","Email workflow",110.1,"2026-01-04","2026-07-04"
"PID0242","Communication workflow",95.2,"2026-01-04","2026-07-04"
"PID0242","Document and comment",216.9,"2026-01-04","2026-07-04"
"PID0242","Analysis and research",224.7,"2026-01-04","2026-07-04"
"PID0242","General assistance",86.5,"2026-01-04","2026-07-04"
"PID0242","Specialised workflow",438.2,"2026-01-04","2026-07-04"
"PID0243","Write or debug code",21.5,"2026-01-04","2026-07-04"
"PID0243","Meeting workflow",62.9,"2026-01-04","2026-07-04"
"PID0243","Email workflow",72.2,"2026-01-04","2026-07-04"
"PID0243","Communication workflow",139.4,"2026-01-04","2026-07-04"
"PID0243","Document and comment",52.5,"2026-01-04","2026-07-04"
"PID0243","Analysis and research",173.7,"2026-01-04","2026-07-04"
"PID0243","General assistance",49.4,"2026-01-04","2026-07-04"
"PID0243","Specialised workflow",13.1,"2026-01-04","2026-07-04"
"PID0244","Write or debug code",7.5,"2026-01-04","2026-07-04"
"PID0244","Meeting workflow",12.4,"2026-01-04","2026-07-04"
"PID0244","Email workflow",8.8,"2026-01-04","2026-07-04"
"PID0244","Communication workflow",1,"2026-01-04","2026-07-04"
"PID0244","Document and comment",6,"2026-01-04","2026-07-04"
"PID0244","Analysis and research",1.1,"2026-01-04","2026-07-04"
"PID0244","General assistance",3.9,"2026-01-04","2026-07-04"
"PID0244","Specialised workflow",1.9,"2026-01-04","2026-07-04"
"PID0245","Write or debug code",10.3,"2026-01-04","2026-07-04"
"PID0245","Meeting workflow",40.2,"2026-01-04","2026-07-04"
"PID0245","Email workflow",22,"2026-01-04","2026-07-04"
"PID0245","Communication workflow",38.8,"2026-01-04","2026-07-04"
"PID0245","Document and comment",22.8,"2026-01-04","2026-07-04"
"PID0245","Analysis and research",111.3,"2026-01-04","2026-07-04"
"PID0245","General assistance",66.1,"2026-01-04","2026-07-04"
"PID0245","Specialised workflow",16.7,"2026-01-04","2026-07-04"
"PID0246","Write or debug code",41.4,"2026-01-04","2026-07-04"
"PID0246","Meeting workflow",78.3,"2026-01-04","2026-07-04"
"PID0246","Email workflow",24.5,"2026-01-04","2026-07-04"
"PID0246","Communication workflow",31.9,"2026-01-04","2026-07-04"
"PID0246","Document and comment",137.9,"2026-01-04","2026-07-04"
"PID0246","Analysis and research",68.1,"2026-01-04","2026-07-04"
"PID0246","General assistance",109,"2026-01-04","2026-07-04"
"PID0246","Specialised workflow",58.4,"2026-01-04","2026-07-04"
"PID0247","Write or debug code",314.2,"2026-01-04","2026-07-04"
"PID0247","Meeting workflow",150.8,"2026-01-04","2026-07-04"
"PID0247","Email workflow",264.2,"2026-01-04","2026-07-04"
"PID0247","Communication workflow",69.7,"2026-01-04","2026-07-04"
"PID0247","Document and comment",117.7,"2026-01-04","2026-07-04"
"PID0247","Analysis and research",140.8,"2026-01-04","2026-07-04"
"PID0247","General assistance",74,"2026-01-04","2026-07-04"
"PID0247","Specialised workflow",234.8,"2026-01-04","2026-07-04"
"PID0248","Write or debug code",53.7,"2026-01-04","2026-07-04"
"PID0248","Meeting workflow",17.3,"2026-01-04","2026-07-04"
"PID0248","Email workflow",7,"2026-01-04","2026-07-04"
"PID0248","Communication workflow",24,"2026-01-04","2026-07-04"
"PID0248","Document and comment",58.4,"2026-01-04","2026-07-04"
"PID0248","Analysis and research",11.5,"2026-01-04","2026-07-04"
"PID0248","General assistance",23.9,"2026-01-04","2026-07-04"
"PID0248","Specialised workflow",45.7,"2026-01-04","2026-07-04"
"PID0249","Write or debug code",183.9,"2026-01-04","2026-07-04"
"PID0249","Meeting workflow",211.1,"2026-01-04","2026-07-04"
"PID0249","Email workflow",1399.5,"2026-01-04","2026-07-04"
"PID0249","Communication workflow",144.6,"2026-01-04","2026-07-04"
"PID0249","Document and comment",144.8,"2026-01-04","2026-07-04"
"PID0249","Analysis and research",123.5,"2026-01-04","2026-07-04"
"PID0249","General assistance",146.3,"2026-01-04","2026-07-04"
"PID0249","Specialised workflow",196,"2026-01-04","2026-07-04"
"PID0250","Write or debug code",23.1,"2026-01-04","2026-07-04"
"PID0250","Meeting workflow",56,"2026-01-04","2026-07-04"
"PID0250","Email workflow",8.4,"2026-01-04","2026-07-04"
"PID0250","Communication workflow",33.7,"2026-01-04","2026-07-04"
"PID0250","Document and comment",20.5,"2026-01-04","2026-07-04"
"PID0250","Analysis and research",19.9,"2026-01-04","2026-07-04"
"PID0250","General assistance",17.4,"2026-01-04","2026-07-04"
"PID0250","Specialised workflow",37.7,"2026-01-04","2026-07-04"
"PID0251","Write or debug code",58.1,"2026-01-04","2026-07-04"
"PID0251","Meeting workflow",18,"2026-01-04","2026-07-04"
"PID0251","Email workflow",12.5,"2026-01-04","2026-07-04"
"PID0251","Communication workflow",50,"2026-01-04","2026-07-04"
"PID0251","Document and comment",297.2,"2026-01-04","2026-07-04"
"PID0251","Analysis and research",80.9,"2026-01-04","2026-07-04"
"PID0251","General assistance",112.1,"2026-01-04","2026-07-04"
"PID0251","Specialised workflow",17.6,"2026-01-04","2026-07-04"
"PID0252","Write or debug code",1.5,"2026-01-04","2026-07-04"
"PID0252","Meeting workflow",6.5,"2026-01-04","2026-07-04"
"PID0252","Email workflow",0.9,"2026-01-04","2026-07-04"
"PID0252","Communication workflow",1.3,"2026-01-04","2026-07-04"
"PID0252","Document and comment",1.8,"2026-01-04","2026-07-04"
"PID0252","Analysis and research",15.8,"2026-01-04","2026-07-04"
"PID0252","General assistance",7.8,"2026-01-04","2026-07-04"
"PID0252","Specialised workflow",3.4,"2026-01-04","2026-07-04"
"PID0253","Write or debug code",18.2,"2026-01-04","2026-07-04"
"PID0253","Meeting workflow",28.6,"2026-01-04","2026-07-04"
"PID0253","Email workflow",16.6,"2026-01-04","2026-07-04"
"PID0253","Communication workflow",98.9,"2026-01-04","2026-07-04"
"PID0253","Document and comment",46.4,"2026-01-04","2026-07-04"
"PID0253","Analysis and research",17.7,"2026-01-04","2026-07-04"
"PID0253","General assistance",7.4,"2026-01-04","2026-07-04"
"PID0253","Specialised workflow",32.4,"2026-01-04","2026-07-04"
"PID0254","Write or debug code",1.4,"2026-01-04","2026-07-04"
"PID0254","Meeting workflow",1,"2026-01-04","2026-07-04"
"PID0254","Email workflow",3.5,"2026-01-04","2026-07-04"
"PID0254","Communication workflow",1,"2026-01-04","2026-07-04"
"PID0254","Document and comment",1.6,"2026-01-04","2026-07-04"
"PID0254","Analysis and research",0.9,"2026-01-04","2026-07-04"
"PID0254","General assistance",1.3,"2026-01-04","2026-07-04"
"PID0254","Specialised workflow",2.5,"2026-01-04","2026-07-04"
"PID0255","Write or debug code",6.5,"2026-01-04","2026-07-04"
"PID0255","Meeting workflow",10.1,"2026-01-04","2026-07-04"
"PID0255","Email workflow",10.6,"2026-01-04","2026-07-04"
"PID0255","Communication workflow",15.9,"2026-01-04","2026-07-04"
"PID0255","Document and comment",38.2,"2026-01-04","2026-07-04"
"PID0255","Analysis and research",57,"2026-01-04","2026-07-04"
"PID0255","General assistance",25.6,"2026-01-04","2026-07-04"
"PID0255","Specialised workflow",10.6,"2026-01-04","2026-07-04"
"PID0256","Write or debug code",9.6,"2026-01-04","2026-07-04"
"PID0256","Meeting workflow",17.5,"2026-01-04","2026-07-04"
"PID0256","Email workflow",1.9,"2026-01-04","2026-07-04"
"PID0256","Communication workflow",3.6,"2026-01-04","2026-07-04"
"PID0256","Document and comment",21.1,"2026-01-04","2026-07-04"
"PID0256","Analysis and research",3,"2026-01-04","2026-07-04"
"PID0256","General assistance",21.4,"2026-01-04","2026-07-04"
"PID0256","Specialised workflow",2.3,"2026-01-04","2026-07-04"
"PID0257","Write or debug code",22.7,"2026-01-04","2026-07-04"
"PID0257","Meeting workflow",17.2,"2026-01-04","2026-07-04"
"PID0257","Email workflow",83.4,"2026-01-04","2026-07-04"
"PID0257","Communication workflow",169.6,"2026-01-04","2026-07-04"
"PID0257","Document and comment",23.3,"2026-01-04","2026-07-04"
"PID0257","Analysis and research",75.9,"2026-01-04","2026-07-04"
"PID0257","General assistance",24.1,"2026-01-04","2026-07-04"
"PID0257","Specialised workflow",21,"2026-01-04","2026-07-04"
"PID0258","Write or debug code",18.4,"2026-01-04","2026-07-04"
"PID0258","Meeting workflow",32.6,"2026-01-04","2026-07-04"
"PID0258","Email workflow",96.2,"2026-01-04","2026-07-04"
"PID0258","Communication workflow",128.1,"2026-01-04","2026-07-04"
"PID0258","Document and comment",13.8,"2026-01-04","2026-07-04"
"PID0258","Analysis and research",737.6,"2026-01-04","2026-07-04"
"PID0258","General assistance",33.5,"2026-01-04","2026-07-04"
"PID0258","Specialised workflow",19.8,"2026-01-04","2026-07-04"
"PID0259","Write or debug code",27.1,"2026-01-04","2026-07-04"
"PID0259","Meeting workflow",23.1,"2026-01-04","2026-07-04"
"PID0259","Email workflow",37.5,"2026-01-04","2026-07-04"
"PID0259","Communication workflow",20.1,"2026-01-04","2026-07-04"
"PID0259","Document and comment",76.4,"2026-01-04","2026-07-04"
"PID0259","Analysis and research",69.7,"2026-01-04","2026-07-04"
"PID0259","General assistance",50.5,"2026-01-04","2026-07-04"
"PID0259","Specialised workflow",8.9,"2026-01-04","2026-07-04"
"PID0260","Write or debug code",5.9,"2026-01-04","2026-07-04"
"PID0260","Meeting workflow",3.7,"2026-01-04","2026-07-04"
"PID0260","Email workflow",7.2,"2026-01-04","2026-07-04"
"PID0260","Communication workflow",10.8,"2026-01-04","2026-07-04"
"PID0260","Document and comment",12.8,"2026-01-04","2026-07-04"
"PID0260","Analysis and research",9,"2026-01-04","2026-07-04"
"PID0260","General assistance",12.8,"2026-01-04","2026-07-04"
"PID0260","Specialised workflow",5.7,"2026-01-04","2026-07-04"
"PID0261","Write or debug code",200.7,"2026-01-04","2026-07-04"
"PID0261","Meeting workflow",180.6,"2026-01-04","2026-07-04"
"PID0261","Email workflow",38.9,"2026-01-04","2026-07-04"
"PID0261","Communication workflow",17.8,"2026-01-04","2026-07-04"
"PID0261","Document and comment",53.8,"2026-01-04","2026-07-04"
"PID0261","Analysis and research",22.2,"2026-01-04","2026-07-04"
"PID0261","General assistance",70.9,"2026-01-04","2026-07-04"
"PID0261","Specialised workflow",138,"2026-01-04","2026-07-04"
"PID0262","Write or debug code",37.8,"2026-01-04","2026-07-04"
"PID0262","Meeting workflow",33.7,"2026-01-04","2026-07-04"
"PID0262","Email workflow",98.4,"2026-01-04","2026-07-04"
"PID0262","Communication workflow",65.6,"2026-01-04","2026-07-04"
"PID0262","Document and comment",20.9,"2026-01-04","2026-07-04"
"PID0262","Analysis and research",52.6,"2026-01-04","2026-07-04"
"PID0262","General assistance",70.6,"2026-01-04","2026-07-04"
"PID0262","Specialised workflow",30.9,"2026-01-04","2026-07-04"
"PID0263","Write or debug code",8.9,"2026-01-04","2026-07-04"
"PID0263","Meeting workflow",29.5,"2026-01-04","2026-07-04"
"PID0263","Email workflow",25.5,"2026-01-04","2026-07-04"
"PID0263","Communication workflow",45.9,"2026-01-04","2026-07-04"
"PID0263","Document and comment",63,"2026-01-04","2026-07-04"
"PID0263","Analysis and research",19.5,"2026-01-04","2026-07-04"
"PID0263","General assistance",7.2,"2026-01-04","2026-07-04"
"PID0263","Specialised workflow",24.3,"2026-01-04","2026-07-04"
"PID0264","Write or debug code",34.3,"2026-01-04","2026-07-04"
"PID0264","Meeting workflow",38,"2026-01-04","2026-07-04"
"PID0264","Email workflow",53.3,"2026-01-04","2026-07-04"
"PID0264","Communication workflow",286.9,"2026-01-04","2026-07-04"
"PID0264","Document and comment",39.2,"2026-01-04","2026-07-04"
"PID0264","Analysis and research",213.6,"2026-01-04","2026-07-04"
"PID0264","General assistance",58.9,"2026-01-04","2026-07-04"
"PID0264","Specialised workflow",92.9,"2026-01-04","2026-07-04"
"PID0265","Write or debug code",77,"2026-01-04","2026-07-04"
"PID0265","Meeting workflow",311.8,"2026-01-04","2026-07-04"
"PID0265","Email workflow",175.5,"2026-01-04","2026-07-04"
"PID0265","Communication workflow",64,"2026-01-04","2026-07-04"
"PID0265","Document and comment",127,"2026-01-04","2026-07-04"
"PID0265","Analysis and research",206.3,"2026-01-04","2026-07-04"
"PID0265","General assistance",381.7,"2026-01-04","2026-07-04"
"PID0265","Specialised workflow",87.7,"2026-01-04","2026-07-04"
"PID0266","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0266","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0266","Email workflow",0,"2026-01-04","2026-07-04"
"PID0266","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0266","Document and comment",0,"2026-01-04","2026-07-04"
"PID0266","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0266","General assistance",0,"2026-01-04","2026-07-04"
"PID0266","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0267","Write or debug code",40.4,"2026-01-04","2026-07-04"
"PID0267","Meeting workflow",53,"2026-01-04","2026-07-04"
"PID0267","Email workflow",27.2,"2026-01-04","2026-07-04"
"PID0267","Communication workflow",76.1,"2026-01-04","2026-07-04"
"PID0267","Document and comment",112.6,"2026-01-04","2026-07-04"
"PID0267","Analysis and research",12,"2026-01-04","2026-07-04"
"PID0267","General assistance",15,"2026-01-04","2026-07-04"
"PID0267","Specialised workflow",19.5,"2026-01-04","2026-07-04"
"PID0268","Write or debug code",12.3,"2026-01-04","2026-07-04"
"PID0268","Meeting workflow",12,"2026-01-04","2026-07-04"
"PID0268","Email workflow",11,"2026-01-04","2026-07-04"
